deployment,year,VegHF,SoilHF,VegForDetectionDistance,DeploymentYear
ABMI-1575-NE,2015,CultivationCrop,CultivationCrop,HF,ABMI-1575-NE_2015
ABMI-1575-NW,2015,CultivationCrop,CultivationCrop,HF,ABMI-1575-NW_2015
ABMI-1575-SE,2015,CultivationCrop,CultivationCrop,HF,ABMI-1575-SE_2015
ABMI-1575-SW,2015,CultivationCrop,CultivationCrop,HF,ABMI-1575-SW_2015
ABMI-1576-NE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1576-NE_2017
ABMI-1576-NW,2017,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1576-NW_2017
ABMI-1576-SE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1576-SE_2017
ABMI-1576-SW,2017,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1576-SW_2017
ABMI-1577-NE,2017,GrassHerb,Li,Grass,ABMI-1577-NE_2017
ABMI-1577-NW,2017,GrassHerb,LtcH,Grass,ABMI-1577-NW_2017
ABMI-1577-SE,2017,WellSite,WellSite,HF,ABMI-1577-SE_2017
ABMI-1577-SW,2017,GrassHerb,Lo,Grass,ABMI-1577-SW_2017
ABMI-1578-NE,2017,Marsh,LtcH,WetGrass,ABMI-1578-NE_2017
ABMI-1578-NW,2017,GrassHerb,Lo,Grass,ABMI-1578-NW_2017
ABMI-1578-SE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1578-SE_2017
ABMI-1578-SW,2017,ShrubbySwamp,LtcH,Shrub,ABMI-1578-SW_2017
ABMI-1579-NE,2017,GrassHerb,Ov,Grass,ABMI-1579-NE_2017
ABMI-1579-NE,2018,GrassHerb,,Grass,ABMI-1579-NE_2018
ABMI-1579-NW,2017,Marsh,LtcR,WetGrass,ABMI-1579-NW_2017
ABMI-1579-SE,2017,CultivationRoughPasture,CultivationRoughPasture,HF,ABMI-1579-SE_2017
ABMI-1579-SW,2017,GrassHerb,Lo,Grass,ABMI-1579-SW_2017
ABMI-1579-SW,2018,GrassHerb,,Grass,ABMI-1579-SW_2018
ABMI-1580-NE,2018,Pine5,,Conif,ABMI-1580-NE_2018
ABMI-1580-SW,2018,GrassHerb,,Grass,ABMI-1580-SW_2018
ABMI-1581-NE,2018,Spruce6,,Conif,ABMI-1581-NE_2018
ABMI-1581-NW,2018,Spruce8,,Conif,ABMI-1581-NW_2018
ABMI-1581-SE,2018,Spruce7,,Conif,ABMI-1581-SE_2018
ABMI-1581-SW,2018,Spruce7,,Conif,ABMI-1581-SW_2018
ABMI-1584-NE,2016,GrassHerb,Lo,HF,ABMI-1584-NE_2016
ABMI-1584-NW,2016,GrassHerb,Lo,HF,ABMI-1584-NW_2016
ABMI-1584-SE,2016,Shrub,Lo,Shrub,ABMI-1584-SE_2016
ABMI-1584-SW,2016,GrassHerb,Lo,Grass,ABMI-1584-SW_2016
ABMI-1585-NE,2016,RoadHardSurface,RoadHardSurface,HF,ABMI-1585-NE_2016
ABMI-1585-NW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1585-NW_2016
ABMI-1585-SE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1585-SE_2016
ABMI-1585-SW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1585-SW_2016
ABMI-1586-NE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1586-NE_2016
ABMI-1586-NW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1586-NW_2016
ABMI-1586-SE,2016,GrassHerb,Lo,Grass,ABMI-1586-SE_2016
ABMI-1586-SW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1586-SW_2016
ABMI-1590-NE,2015,CultivationCrop,CultivationCrop,HF,ABMI-1590-NE_2015
ABMI-1590-NW,2015,CultivationCrop,CultivationCrop,HF,ABMI-1590-NW_2015
ABMI-1590-SE,2015,CultivationCrop,CultivationCrop,HF,ABMI-1590-SE_2015
ABMI-1590-SW,2015,CultivationCrop,CultivationCrop,HF,ABMI-1590-SW_2015
ABMI-1591-NE,2015,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1591-NE_2015
ABMI-1591-NW,2015,CultivationCrop,CultivationCrop,HF,ABMI-1591-NW_2015
ABMI-1591-SE,2015,RuralResidentialIndustrial,RuralResidentialIndustrial,HF,ABMI-1591-SE_2015
ABMI-1591-SW,2015,TransmissionLine,TransmissionLine,HF,ABMI-1591-SW_2015
ABMI-1592-NE,2015,RuralResidentialIndustrial,RuralResidentialIndustrial,HF,ABMI-1592-NE_2015
ABMI-1592-NW,2015,CultivationCrop,CultivationCrop,HF,ABMI-1592-NW_2015
ABMI-1592-SW,2015,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1592-SW_2015
ABMI-1593-NE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1593-NE_2017
ABMI-1593-NW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1593-NW_2017
ABMI-1593-SE,2017,GrassHerb,Lo,Grass,ABMI-1593-SE_2017
ABMI-1593-SW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1593-SW_2017
ABMI-1594-NE,2017,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1594-NE_2017
ABMI-1594-NW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1594-NW_2017
ABMI-1594-SE,2017,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1594-SE_2017
ABMI-1594-SW,2017,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1594-SW_2017
ABMI-1595-NE,2016,GrassHerb,Lo,Grass,ABMI-1595-NE_2016
ABMI-1595-NW,2016,GrassHerb,Lo,Grass,ABMI-1595-NW_2016
ABMI-1595-SE,2016,GrassHerb,LenA,Grass,ABMI-1595-SE_2016
ABMI-1595-SW,2016,GrassHerb,Lo,Grass,ABMI-1595-SW_2016
ABMI-1596-NE,2018,GrassHerb,,Grass,ABMI-1596-NE_2018
ABMI-1596-NW,2018,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1596-NW_2018
ABMI-1596-SE,2018,CultivationRoughPasture,CultivationRoughPasture,HF,ABMI-1596-SE_2018
ABMI-1596-SW,2018,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1596-SW_2018
ABMI-1597-NE,2017,Shrub,SwG,Shrub,ABMI-1597-NE_2017
ABMI-1597-NE,2018,Shrub,,Shrub,ABMI-1597-NE_2018
ABMI-1597-NW,2017,Shrub,SwG,Shrub,ABMI-1597-NW_2017
ABMI-1597-SE,2017,Shrub,Li,Shrub,ABMI-1597-SE_2017
ABMI-1597-SW,2017,Shrub,SwG,Shrub,ABMI-1597-SW_2017
ABMI-1597-SW,2018,Shrub,,Shrub,ABMI-1597-SW_2018
ABMI-1598-NE,2018,GrassHerb,,Grass,ABMI-1598-NE_2018
ABMI-1598-NW,2018,GrassHerb,,Grass,ABMI-1598-NW_2018
ABMI-1598-SE,2018,GrassHerb,,Grass,ABMI-1598-SE_2018
ABMI-1598-SW,2018,GrassHerb,,Grass,ABMI-1598-SW_2018
ABMI-15-NE,2015,Mixedwood4,,Decid,ABMI-15-NE_2015
ABMI-15-NW,2015,TreedSwamp4,,Water,ABMI-15-NW_2015
ABMI-15-SE,2015,Decid4,,Decid,ABMI-15-SE_2015
ABMI-15-SW,2015,Decid4,,Decid,ABMI-15-SW_2015
ABMI-1601-NE,2015,GrassHerb,Lo,Grass,ABMI-1601-NE_2015
ABMI-1601-NW,2015,GrassHerb,Lo,Grass,ABMI-1601-NW_2015
ABMI-1601-SE,2015,GrassHerb,Li,Grass,ABMI-1601-SE_2015
ABMI-1601-SW,2015,GrassHerb,Li,Grass,ABMI-1601-SW_2015
ABMI-1602-NE,2015,GrassHerb,Sy,Grass,ABMI-1602-NE_2015
ABMI-1602-NW,2015,CultivationRoughPasture,CultivationRoughPasture,Grass,ABMI-1602-NW_2015
ABMI-1602-SE,2015,GrassHerb,Sy,Grass,ABMI-1602-SE_2015
ABMI-1602-SW,2015,CultivationRoughPasture,CultivationRoughPasture,Grass,ABMI-1602-SW_2015
ABMI-1603-NE,2015,CultivationCrop,CultivationCrop,HF,ABMI-1603-NE_2015
ABMI-1603-NW,2015,CultivationCrop,CultivationCrop,HF,ABMI-1603-NW_2015
ABMI-1603-SE,2015,GrassHerb,Lo,Grass,ABMI-1603-SE_2015
ABMI-1603-SW,2015,GrassHerb,Lo,Grass,ABMI-1603-SW_2015
ABMI-1604-NE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1604-NE_2017
ABMI-1604-NW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1604-NW_2017
ABMI-1604-SE,2017,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1604-SE_2017
ABMI-1604-SW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1604-SW_2017
ABMI-1605-NE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1605-NE_2017
ABMI-1605-NW,2017,WellSite,WellSite,HF,ABMI-1605-NW_2017
ABMI-1605-SE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1605-SE_2017
ABMI-1605-SW,2017,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1605-SW_2017
ABMI-1606-NE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1606-NE_2017
ABMI-1606-NW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1606-NW_2017
ABMI-1606-SE,2017,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1606-SE_2017
ABMI-1606-SW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1606-SW_2017
ABMI-1607-NE,2018,CultivationCrop,CultivationCrop,HF,ABMI-1607-NE_2018
ABMI-1607-SW,2018,CultivationCrop,CultivationCrop,HF,ABMI-1607-SW_2018
ABMI-1608-NE,2018,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1608-NE_2018
ABMI-1608-SW,2018,CultivationCrop,CultivationCrop,HF,ABMI-1608-SW_2018
ABMI-1609-NE,2018,Reservoir,Reservoir,Water,ABMI-1609-NE_2018
ABMI-1609-SW,2018,Marsh,,WetGrass,ABMI-1609-SW_2018
ABMI-1610-NE,2016,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1610-NE_2016
ABMI-1610-NW,2016,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1610-NW_2016
ABMI-1610-SE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1610-SE_2016
ABMI-1610-SW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1610-SW_2016
ABMI-1611-NE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1611-NE_2016
ABMI-1611-NW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1611-NW_2016
ABMI-1611-SE,2016,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1611-SE_2016
ABMI-1611-SW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1611-SW_2016
ABMI-1612B-NE,2016,CultivationRoughPasture,CultivationRoughPasture,HF,ABMI-1612B-NE_2016
ABMI-1612B-NW,2016,GrassHerb,BlO,Grass,ABMI-1612B-NW_2016
ABMI-1612B-SE,2016,CultivationRoughPasture,CultivationRoughPasture,HF,ABMI-1612B-SE_2016
ABMI-1612B-SW,2016,GrassHerb,BlO,Grass,ABMI-1612B-SW_2016
ABMI-1618-NE,2015,GrassHerb,Li,Grass,ABMI-1618-NE_2015
ABMI-1618-NW,2015,GrassHerb,Li,HF,ABMI-1618-NW_2015
ABMI-1618-SE,2015,GrassHerb,Lo,Grass,ABMI-1618-SE_2015
ABMI-1618-SW,2015,GrassHerb,Lo,Grass,ABMI-1618-SW_2015
ABMI-1620-NE,2015,GrassHerb,Lo,Grass,ABMI-1620-NE_2015
ABMI-1620-NW,2015,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1620-NW_2015
ABMI-1620-SE,2015,CultivationRoughPasture,CultivationRoughPasture,Grass,ABMI-1620-SE_2015
ABMI-1620-SW,2015,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1620-SW_2015
ABMI-1621-NE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1621-NE_2017
ABMI-1621-NW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1621-NW_2017
ABMI-1621-SE,2017,GrassHerb,Lo,Grass,ABMI-1621-SE_2017
ABMI-1621-SW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1621-SW_2017
ABMI-1622-NE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1622-NE_2017
ABMI-1622-NW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1622-NW_2017
ABMI-1622-SE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1622-SE_2017
ABMI-1622-SW,2017,GrassHerb,Li,Grass,ABMI-1622-SW_2017
ABMI-1623-NE,2017,GrassHerb,Li,Grass,ABMI-1623-NE_2017
ABMI-1623-NW,2017,GrassHerb,Li,Grass,ABMI-1623-NW_2017
ABMI-1623-SE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1623-SE_2017
ABMI-1623-SW,2017,GrassHerb,Lo,Grass,ABMI-1623-SW_2017
ABMI-1624-NE,2018,Marsh,,WetGrass,ABMI-1624-NE_2018
ABMI-1624-SW,2018,GrassHerb,,Grass,ABMI-1624-SW_2018
ABMI-1625-NE,2018,CultivationCrop,CultivationCrop,HF,ABMI-1625-NE_2018
ABMI-1625-SW,2018,CultivationCrop,CultivationCrop,HF,ABMI-1625-SW_2018
ABMI-1626-NE,2018,Water,Water,Water,ABMI-1626-NE_2018
ABMI-1626-SW,2018,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1626-SW_2018
ABMI-1627B-NE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1627B-NE_2016
ABMI-1627B-NW,2016,GrassHerb,UNK,Grass,ABMI-1627B-NW_2016
ABMI-1627B-SE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1627B-SE_2016
ABMI-1627B-SW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1627B-SW_2016
ABMI-1628-NE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1628-NE_2016
ABMI-1628-NW,2016,RoadTrailVegetated,RoadTrailVegetated,HF,ABMI-1628-NW_2016
ABMI-1628-SE,2016,GrassHerb,UNK,Water,ABMI-1628-SE_2016
ABMI-1628-SW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1628-SW_2016
ABMI-1629-NE,2016,CultivationRoughPasture,CultivationRoughPasture,Grass,ABMI-1629-NE_2016
ABMI-1629-NW,2016,GrassHerb,BlO,Grass,ABMI-1629-NW_2016
ABMI-1629-SE,2016,CultivationRoughPasture,CultivationRoughPasture,Grass,ABMI-1629-SE_2016
ABMI-1629-SW,2016,GrassHerb,BlO,Grass,ABMI-1629-SW_2016
ABMI-1635-NE,2015,GrassHerb,Lo,Grass,ABMI-1635-NE_2015
ABMI-1635-NW,2015,GrassHerb,Lo,Grass,ABMI-1635-NW_2015
ABMI-1635-SE,2015,GrassHerb,Lo,Grass,ABMI-1635-SE_2015
ABMI-1635-SW,2015,GrassHerb,Lo,Grass,ABMI-1635-SW_2015
ABMI-1636-NE,2015,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1636-NE_2015
ABMI-1636-NW,2015,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1636-NW_2015
ABMI-1636-SE,2015,CultivationTamePasture,CultivationTamePasture,Grass,ABMI-1636-SE_2015
ABMI-1636-SW,2015,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1636-SW_2015
ABMI-1637-NE,2015,CultivationCrop,CultivationCrop,HF,ABMI-1637-NE_2015
ABMI-1637-NW,2015,GrassHerb,Lo,Grass,ABMI-1637-NW_2015
ABMI-1637-SE,2015,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1637-SE_2015
ABMI-1637-SW,2015,GrassHerb,Lo,Grass,ABMI-1637-SW_2015
ABMI-1638-NE,2017,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1638-NE_2017
ABMI-1638-NW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1638-NW_2017
ABMI-1638-SE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1638-SE_2017
ABMI-1638-SW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1638-SW_2017
ABMI-1639-NE,2017,GrassHerb,Lo,Grass,ABMI-1639-NE_2017
ABMI-1639-NW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1639-NW_2017
ABMI-1639-SE,2017,GrassHerb,Lo,Grass,ABMI-1639-SE_2017
ABMI-1639-SW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1639-SW_2017
ABMI-1640-NE,2017,GrassHerb,Lo,Grass,ABMI-1640-NE_2017
ABMI-1640-NW,2017,GrassHerb,Lo,Grass,ABMI-1640-NW_2017
ABMI-1640-SE,2017,GrassHerb,Lo,Grass,ABMI-1640-SE_2017
ABMI-1640-SW,2017,GrassHerb,Lo,Grass,ABMI-1640-SW_2017
ABMI-1641-NE,2018,GrassHerb,,Grass,ABMI-1641-NE_2018
ABMI-1641-SW,2018,GrassHerb,,Grass,ABMI-1641-SW_2018
ABMI-1642-NE,2018,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1642-NE_2018
ABMI-1642-SW,2018,GrassHerb,,Grass,ABMI-1642-SW_2018
ABMI-1643-NE,2018,CultivationCrop,CultivationCrop,HF,ABMI-1643-NE_2018
ABMI-1643-SW,2018,CultivationCrop,CultivationCrop,HF,ABMI-1643-SW_2018
ABMI-1644-NE,2016,CultivationRoughPasture,CultivationRoughPasture,HF,ABMI-1644-NE_2016
ABMI-1644-NW,2016,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1644-NW_2016
ABMI-1644-SE,2016,CultivationRoughPasture,CultivationRoughPasture,HF,ABMI-1644-SE_2016
ABMI-1644-SW,2016,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1644-SW_2016
ABMI-1645-NE,2016,GrassHerb,Lo,Grass,ABMI-1645-NE_2016
ABMI-1645-NW,2016,GrassHerb,Lo,Grass,ABMI-1645-NW_2016
ABMI-1645-SE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1645-SE_2016
ABMI-1645-SW,2016,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1645-SW_2016
ABMI-1647-NE,2017,Pine7,,Conif,ABMI-1647-NE_2017
ABMI-1647-NW,2017,Spruce9,,Conif,ABMI-1647-NW_2017
ABMI-1647-SE,2017,Spruce5,,Conif,ABMI-1647-SE_2017
ABMI-1647-SW,2017,Spruce7,,Conif,ABMI-1647-SW_2017
ABMI-1648-NE,2018,Mixedwood4,,Decid,ABMI-1648-NE_2018
ABMI-1648-NW,2018,Spruce4,,Conif,ABMI-1648-NW_2018
ABMI-1648-SE,2018,GrassHerb,,Grass,ABMI-1648-SE_2018
ABMI-1649-NE,2018,Shrub,,Shrub,ABMI-1649-NE_2018
ABMI-1649-NW,2018,Shrub,,Shrub,ABMI-1649-NW_2018
ABMI-1649-SE,2018,Shrub,,Shrub,ABMI-1649-SE_2018
ABMI-1649-SW,2018,GrassHerb,,Grass,ABMI-1649-SW_2018
ABMI-1650-NE,2018,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1650-NE_2018
ABMI-1650-NW,2018,GrassHerb,,Grass,ABMI-1650-NW_2018
ABMI-1650-SE,2018,CultivationRoughPasture,CultivationRoughPasture,HF,ABMI-1650-SE_2018
ABMI-1650-SW,2018,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1650-SW_2018
ABMI-1651-NE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1651-NE_2016
ABMI-1651-NW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1651-NW_2016
ABMI-1651-SE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1651-SE_2016
ABMI-1651-SW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1651-SW_2016
ABMI-1652-NE,2016,GrassHerb,Li,Grass,ABMI-1652-NE_2016
ABMI-1652-NW,2016,GrassHerb,Li,Grass,ABMI-1652-NW_2016
ABMI-1652-SE,2016,CultivationRoughPasture,CultivationRoughPasture,HF,ABMI-1652-SE_2016
ABMI-1652-SE_b,2016,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1652-SE_b_2016
ABMI-1652-SE-b,2016,GrassHerb,,Grass,ABMI-1652-SE-b_2016
ABMI-1652-SW,2016,GrassHerb,Ov,Grass,ABMI-1652-SW_2016
ABMI-1653-NE,2016,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1653-NE_2016
ABMI-1653-NW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1653-NW_2016
ABMI-1653-SE,2016,GrassHerb,Cy,Grass,ABMI-1653-SE_2016
ABMI-1653-SW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1653-SW_2016
ABMI-1656-NE,2018,Bare,,Grass,ABMI-1656-NE_2018
ABMI-1656-SE,2018,GrassHerb,,Grass,ABMI-1656-SE_2018
ABMI-1656-SW,2018,Bare,,Grass,ABMI-1656-SW_2018
ABMI-16-NE,2017,Decid4,,Decid,ABMI-16-NE_2017
ABMI-16-NW,2017,Decid1,,Decid,ABMI-16-NW_2017
ABMI-16-SE,2017,Decid1,,Decid,ABMI-16-SE_2017
ABMI-16-SW,2017,Decid2,,Decid,ABMI-16-SW_2017
ABMI-17-NE,2017,Decid2,,Decid,ABMI-17-NE_2017
ABMI-17-NW,2017,Spruce1,,Conif,ABMI-17-NW_2017
ABMI-17-SE,2017,Spruce1,,Conif,ABMI-17-SE_2017
ABMI-17-SW,2017,Spruce1,,Conif,ABMI-17-SW_2017
ABMI-181-NE,2017,Marsh,,WetGrass,ABMI-181-NE_2017
ABMI-181-NW,2017,Marsh,,WetGrass,ABMI-181-NW_2017
ABMI-181-SE,2017,Marsh,,WetGrass,ABMI-181-SE_2017
ABMI-181-SW,2017,Marsh,,WetGrass,ABMI-181-SW_2017
ABMI-182-NE,2017,ShrubbySwamp,,Shrub,ABMI-182-NE_2017
ABMI-182-NW,2017,TreedFen1,,WetTreed,ABMI-182-NW_2017
ABMI-182-SE,2017,TreedFen1,,WetTreed,ABMI-182-SE_2017
ABMI-182-SW,2017,Spruce1,,Conif,ABMI-182-SW_2017
ABMI-183-NE,2017,Pine1,,Conif,ABMI-183-NE_2017
ABMI-183-NW,2017,Pine1,,Conif,ABMI-183-NW_2017
ABMI-183-SE,2017,Pine1,,Conif,ABMI-183-SE_2017
ABMI-183-SW,2017,Pine1,,Conif,ABMI-183-SW_2017
ABMI-187-NE,2018,ShrubbySwamp,,Shrub,ABMI-187-NE_2018
ABMI-187-NW,2018,SeismicLineWide,SeismicLineWide,HF,ABMI-187-NW_2018
ABMI-187-SE,2018,ShrubbyFen,,Shrub,ABMI-187-SE_2018
ABMI-187-SW,2018,Decid4,,Decid,ABMI-187-SW_2018
ABMI-18-NE,2017,Pine1,,Conif,ABMI-18-NE_2017
ABMI-18-NW,2017,Pine1,,Conif,ABMI-18-NW_2017
ABMI-18-SE,2017,Spruce1,,Conif,ABMI-18-SE_2017
ABMI-18-SW,2017,Pine1,,Conif,ABMI-18-SW_2017
ABMI-19-NE,2018,TreedFenR,,WetTreed,ABMI-19-NE_2018
ABMI-19-SW,2018,TreedFenR,,WetTreed,ABMI-19-SW_2018
ABMI-1-NE,2015,Mixedwood2,,Conif,ABMI-1-NE_2015
ABMI-1-NW,2015,MixedwoodR,,Conif,ABMI-1-NW_2015
ABMI-1-SE,2015,Pine2,,Conif,ABMI-1-SE_2015
ABMI-1-SW,2015,Pine2,,Conif,ABMI-1-SW_2015
ABMI-210-NE,2017,Marsh,,WetGrass,ABMI-210-NE_2017
ABMI-210-NW,2017,Water,Water,WetGrass,ABMI-210-NW_2017
ABMI-210-SE,2017,Decid2,,Decid,ABMI-210-SE_2017
ABMI-210-SW,2017,ShrubbySwamp,,Shrub,ABMI-210-SW_2017
ABMI-211-NE,2017,Pine1,,Conif,ABMI-211-NE_2017
ABMI-211-NW,2017,TreedFen2,,WetTreed,ABMI-211-NW_2017
ABMI-211-SE,2017,Pine2,,Conif,ABMI-211-SE_2017
ABMI-211-SW,2017,Pine2,,Conif,ABMI-211-SW_2017
ABMI-212-NE,2017,PineR,,Conif,ABMI-212-NE_2017
ABMI-212-NW,2017,Pine2,,Conif,ABMI-212-NW_2017
ABMI-212-SE,2017,Spruce7,,Conif,ABMI-212-SE_2017
ABMI-212-SW,2017,Spruce5,,Conif,ABMI-212-SW_2017
ABMI-213-NE,2018,Pine2,,Conif,ABMI-213-NE_2018
ABMI-213-SW,2018,TreedFen2,,WetTreed,ABMI-213-SW_2018
ABMI-234-NE,2016,GraminoidFen,,WetGrass,ABMI-234-NE_2016
ABMI-234-NW,2016,ShrubbyFen,,Shrub,ABMI-234-NW_2016
ABMI-234-SE,2016,Spruce2,,Shrub,ABMI-234-SE_2016
ABMI-234-SE,2015,Spruce2,,Shrub,ABMI-234-SE_2015
ABMI-234-SW,2016,GraminoidFen,,WetGrass,ABMI-234-SW_2016
ABMI-235-NE,2015,ShrubbySwamp,,Conif,ABMI-235-NE_2015
ABMI-235-NE,2016,ShrubbySwamp,,Conif,ABMI-235-NE_2016
ABMI-235-NW,2015,ShrubbyFen,,Shrub,ABMI-235-NW_2015
ABMI-235-NW,2016,ShrubbyFen,,Shrub,ABMI-235-NW_2016
ABMI-235-SE,2015,TreedFen4,,WetTreed,ABMI-235-SE_2015
ABMI-235-SE,2016,TreedFen4,,WetTreed,ABMI-235-SE_2016
ABMI-235-SW,2015,ShrubbySwamp,,WetTreed,ABMI-235-SW_2015
ABMI-235-SW,2016,ShrubbySwamp,,WetTreed,ABMI-235-SW_2016
ABMI-236-NE,2015,TreedBog6,,WetGrass,ABMI-236-NE_2015
ABMI-236-NE,2016,TreedBog6,,WetGrass,ABMI-236-NE_2016
ABMI-236-NW,2015,TreedSwamp4,,WetTreed,ABMI-236-NW_2015
ABMI-236-NW,2016,TreedSwamp4,,WetTreed,ABMI-236-NW_2016
ABMI-236-SE,2015,Spruce4,,Conif,ABMI-236-SE_2015
ABMI-236-SE,2016,Spruce4,,Conif,ABMI-236-SE_2016
ABMI-236-SW,2015,TreedSwamp4,,WetTreed,ABMI-236-SW_2015
ABMI-236-SW,2016,TreedSwamp4,,WetTreed,ABMI-236-SW_2016
ABMI-238-NE,2018,ShrubbyFen,,Shrub,ABMI-238-NE_2018
ABMI-238-SW,2018,TreedFen3,,WetTreed,ABMI-238-SW_2018
ABMI-239-NE,2018,PineR,,Conif,ABMI-239-NE_2018
ABMI-239-SW,2018,PineR,,Conif,ABMI-239-SW_2018
ABMI-240-NE,2016,PineR,,Conif,ABMI-240-NE_2016
ABMI-240-NW,2016,PineR,,Conif,ABMI-240-NW_2016
ABMI-240-SE,2016,PineR,,Conif,ABMI-240-SE_2016
ABMI-240-SW,2016,PineR,,Conif,ABMI-240-SW_2016
ABMI-241-NE,2016,PineR,,Conif,ABMI-241-NE_2016
ABMI-241-NW,2016,SpruceR,,Conif,ABMI-241-NW_2016
ABMI-241-SE,2016,PineR,,Conif,ABMI-241-SE_2016
ABMI-241-SW,2016,Shrub,,Shrub,ABMI-241-SW_2016
ABMI-242-NE,2016,MixedwoodR,,Conif,ABMI-242-NE_2016
ABMI-242-NW,2016,PineR,,Conif,ABMI-242-NW_2016
ABMI-242-SE,2016,TreedFen2,,Conif,ABMI-242-SE_2016
ABMI-242-SW,2016,PineR,,Conif,ABMI-242-SW_2016
ABMI-264-NE,2015,ShrubbyBog,,Water,ABMI-264-NE_2015
ABMI-264-NE,2016,ShrubbyBog,,Water,ABMI-264-NE_2016
ABMI-264-NW,2015,TreedSwamp4,,WetTreed,ABMI-264-NW_2015
